RecordCategory,RecordSubCategory,StartDate,FinishDate
Feeding,Left Breast,Jun-15-2022 16:40,Jun-15-2022 16:43
Feeding,Right Breast,Jun-15-2022 16:44,Jun-15-2022 16:47
Feeding,Right Breast,Jun-15-2022 18:57,Jun-15-2022 19:02
Feeding,Left Breast,Jun-15-2022 19:02,Jun-15-2022 19:07
Feeding,Left Breast,Jun-16-2022 03:11,Jun-16-2022 03:30
Feeding,Right Breast,Jun-16-2022 03:30,Jun-16-2022 03:39
Feeding,Right Breast,Jun-16-2022 06:18,Jun-16-2022 06:28
Feeding,Left Breast,Jun-16-2022 06:29,Jun-16-2022 06:48
Feeding,Right Breast,Jun-16-2022 09:14,Jun-16-2022 09:17
Feeding,Left Breast,Jun-16-2022 09:17,Jun-16-2022 09:22
Feeding,Right Breast,Jun-16-2022 09:55,Jun-16-2022 09:57
Feeding,Right Breast,Jun-16-2022 12:19,Jun-16-2022 12:23
Feeding,Left Breast,Jun-16-2022 12:23,Jun-16-2022 12:28
Feeding,Left Breast,Jun-16-2022 14:41,Jun-16-2022 14:52
Feeding,Right Breast,Jun-16-2022 14:56,Jun-16-2022 15:09
Feeding,Right Breast,Jun-16-2022 17:01,Jun-16-2022 17:03
Feeding,Left Breast,Jun-16-2022 17:04,Jun-16-2022 17:08
Feeding,Right Breast,Jun-16-2022 19:01,Jun-16-2022 19:04
Feeding,Left Breast,Jun-16-2022 19:04,Jun-16-2022 19:07
Feeding,Right Breast,Jun-16-2022 19:07,Jun-16-2022 19:09
Feeding,Left Breast,Jun-16-2022 19:09,Jun-16-2022 19:10
Feeding,Left Breast,Jun-17-2022 02:18,Jun-17-2022 02:32
Feeding,Right Breast,Jun-17-2022 02:32,Jun-17-2022 02:40
Feeding,Right Breast,Jun-17-2022 05:40,Jun-17-2022 05:49
Feeding,Left Breast,Jun-17-2022 05:49,Jun-17-2022 05:57
Feeding,Left Breast,Jun-17-2022 06:08,Jun-17-2022 06:21
Feeding,Right Breast,Jun-17-2022 07:10,Jun-17-2022 07:13
Feeding,Right Breast,Jun-17-2022 09:35,Jun-17-2022 09:38
Feeding,Left Breast,Jun-17-2022 09:38,Jun-17-2022 09:41
Feeding,Left Breast,Jun-17-2022 11:28,Jun-17-2022 11:31
Feeding,Right Breast,Jun-17-2022 11:31,Jun-17-2022 11:37
Feeding,Left Breast,Jun-17-2022 14:15,Jun-17-2022 14:19
Feeding,Right Breast,Jun-17-2022 14:19,Jun-17-2022 14:24
Feeding,Right Breast,Jun-17-2022 16:43,Jun-17-2022 16:46
Feeding,Left Breast,Jun-17-2022 16:46,Jun-17-2022 16:49
Feeding,Right Breast,Jun-17-2022 19:01,Jun-17-2022 19:04
Feeding,Left Breast,Jun-17-2022 19:04,Jun-17-2022 19:25
Feeding,Left Breast,Jun-18-2022 02:11,Jun-18-2022 02:22
Feeding,Right Breast,Jun-18-2022 02:22,Jun-18-2022 02:31
Feeding,Right Breast,Jun-18-2022 05:16,Jun-18-2022 05:20
Feeding,Left Breast,Jun-18-2022 05:20,Jun-18-2022 05:28
Feeding,Left Breast,Jun-18-2022 06:33,Jun-18-2022 06:46
Feeding,Right Breast,Jun-18-2022 06:47,Jun-18-2022 07:09
Feeding,Left Breast,Jun-18-2022 09:14,Jun-18-2022 09:21
Feeding,Right Breast,Jun-18-2022 09:24,Jun-18-2022 09:38
Feeding,Left Breast,Jun-18-2022 10:42,Jun-18-2022 10:46
Feeding,Right Breast,Jun-18-2022 10:46,Jun-18-2022 10:50
Feeding,Right Breast,Jun-18-2022 12:10,Jun-18-2022 12:12
Feeding,Left Breast,Jun-18-2022 12:12,Jun-18-2022 12:17
Feeding,Left Breast,Jun-18-2022 13:39,Jun-18-2022 13:42
Feeding,Right Breast,Jun-18-2022 13:42,Jun-18-2022 13:47
Feeding,Right Breast,Jun-18-2022 15:57,Jun-18-2022 16:00
Feeding,Left Breast,Jun-18-2022 17:02,Jun-18-2022 17:06
Feeding,Right Breast,Jun-18-2022 17:06,Jun-18-2022 17:09
Feeding,Right Breast,Jun-18-2022 19:03,Jun-18-2022 19:07
Feeding,Left Breast,Jun-18-2022 19:07,Jun-18-2022 19:11
Feeding,Left Breast,Jun-19-2022 01:54,Jun-19-2022 02:09
Feeding,Right Breast,Jun-19-2022 02:10,Jun-19-2022 02:19
Feeding,Right Breast,Jun-19-2022 04:42,Jun-19-2022 04:48
Feeding,Left Breast,Jun-19-2022 06:24,Jun-19-2022 06:35
Feeding,Right Breast,Jun-19-2022 06:39,Jun-19-2022 06:41
Feeding,Right Breast,Jun-19-2022 06:55,Jun-19-2022 06:59
Feeding,Left Breast,Jun-19-2022 09:20,Jun-19-2022 09:24
Feeding,Right Breast,Jun-19-2022 09:25,Jun-19-2022 09:29
Feeding,Right Breast,Jun-19-2022 12:31,Jun-19-2022 12:35
Feeding,Left Breast,Jun-19-2022 12:35,Jun-19-2022 12:40
Feeding,Left Breast,Jun-19-2022 14:53,Jun-19-2022 14:57
Feeding,Right Breast,Jun-19-2022 14:57,Jun-19-2022 15:00
Feeding,Left Breast,Jun-19-2022 17:30,Jun-19-2022 17:34
Feeding,Right Breast,Jun-19-2022 17:35,Jun-19-2022 17:38
Feeding,Right Breast,Jun-19-2022 19:05,Jun-19-2022 19:09
Feeding,Left Breast,Jun-19-2022 19:10,Jun-19-2022 19:13
Feeding,Left Breast,Jun-19-2022 19:15,Jun-19-2022 19:16
Feeding,Left Breast,Jun-20-2022 01:46,Jun-20-2022 02:00
Feeding,Right Breast,Jun-20-2022 02:00,Jun-20-2022 02:09
Feeding,Right Breast,Jun-20-2022 05:15,Jun-20-2022 05:33
Feeding,Left Breast,Jun-20-2022 06:35,Jun-20-2022 06:53
Feeding,Right Breast,Jun-20-2022 06:54,Jun-20-2022 07:04
Feeding,Left Breast,Jun-20-2022 09:10,Jun-20-2022 09:23
Feeding,Left Breast,Jun-20-2022 09:35,Jun-20-2022 09:36
Feeding,Right Breast,Jun-20-2022 09:37,Jun-20-2022 09:41
Feeding,Right Breast,Jun-20-2022 11:36,Jun-20-2022 11:38
Feeding,Left Breast,Jun-20-2022 11:39,Jun-20-2022 11:41
Feeding,Left Breast,Jun-20-2022 12:43,Jun-20-2022 12:47
Feeding,Left Breast,Jun-20-2022 13:11,Jun-20-2022 13:12
Feeding,Right Breast,Jun-20-2022 13:13,Jun-20-2022 13:23
Feeding,Left Breast,Jun-20-2022 15:36,Jun-20-2022 15:40
Feeding,Right Breast,Jun-20-2022 15:40,Jun-20-2022 15:44
Feeding,Right Breast,Jun-20-2022 17:14,Jun-20-2022 17:16
Feeding,Left Breast,Jun-20-2022 17:17,Jun-20-2022 17:20
Feeding,Right Breast,Jun-20-2022 19:00,Jun-20-2022 19:03
Feeding,Left Breast,Jun-20-2022 19:04,Jun-20-2022 19:07
Feeding,Left Breast,Jun-21-2022 01:44,Jun-21-2022 01:55
Feeding,Right Breast,Jun-21-2022 01:55,Jun-21-2022 02:05
Feeding,Right Breast,Jun-21-2022 03:43,Jun-21-2022 03:50
Feeding,Left Breast,Jun-21-2022 05:25,Jun-21-2022 05:39
Feeding,Left Breast,Jun-21-2022 06:46,Jun-21-2022 06:56
Feeding,Right Breast,Jun-21-2022 06:57,Jun-21-2022 07:06
Feeding,Right Breast,Jun-21-2022 08:58,Jun-21-2022 09:05
Feeding,Left Breast,Jun-21-2022 10:19,Jun-21-2022 10:26
Feeding,Right Breast,Jun-21-2022 10:26,Jun-21-2022 10:31
Feeding,Left Breast,Jun-21-2022 12:53,Jun-21-2022 12:57
Feeding,Right Breast,Jun-21-2022 12:57,Jun-21-2022 13:03
Feeding,Right Breast,Jun-21-2022 14:12,Jun-21-2022 14:19
Feeding,Right Breast,Jun-21-2022 14:47,Jun-21-2022 14:54
Feeding,Left Breast,Jun-21-2022 14:54,Jun-21-2022 15:02
Feeding,Left Breast,Jun-21-2022 16:35,Jun-21-2022 16:38
Feeding,Right Breast,Jun-21-2022 16:38,Jun-21-2022 16:47
Feeding,Right Breast,Jun-21-2022 19:00,Jun-21-2022 19:03
Feeding,Left Breast,Jun-21-2022 19:05,Jun-21-2022 19:15
Feeding,Left Breast,Jun-21-2022 23:05,Jun-21-2022 23:10
Feeding,Right Breast,Jun-21-2022 23:10,Jun-21-2022 23:17
Feeding,Left Breast,Jun-22-2022 02:32,Jun-22-2022 02:37
Feeding,Right Breast,Jun-22-2022 02:37,Jun-22-2022 02:43
Feeding,Right Breast,Jun-22-2022 05:15,Jun-22-2022 05:19
Feeding,Left Breast,Jun-22-2022 05:19,Jun-22-2022 05:29
Feeding,Right Breast,Jun-22-2022 06:36,Jun-22-2022 06:40
Feeding,Right Breast,Jun-22-2022 08:34,Jun-22-2022 08:42
Feeding,Right Breast,Jun-22-2022 09:15,Jun-22-2022 09:16
Feeding,Left Breast,Jun-22-2022 09:16,Jun-22-2022 09:20
Feeding,Right Breast,Jun-22-2022 11:43,Jun-22-2022 11:45
Feeding,Left Breast,Jun-22-2022 11:46,Jun-22-2022 11:50
Feeding,Right Breast,Jun-22-2022 13:02,Jun-22-2022 13:13
Feeding,Right Breast,Jun-22-2022 13:52,Jun-22-2022 13:58
Feeding,Right Breast,Jun-22-2022 14:06,Jun-22-2022 14:11
Feeding,Left Breast,Jun-22-2022 14:32,Jun-22-2022 14:40
Feeding,Left Breast,Jun-22-2022 16:40,Jun-22-2022 16:44
Feeding,Right Breast,Jun-22-2022 16:44,Jun-22-2022 16:52
Feeding,Right Breast,Jun-22-2022 19:01,Jun-22-2022 19:05
Feeding,Left Breast,Jun-22-2022 19:06,Jun-22-2022 19:10
Feeding,Left Breast,Jun-23-2022 03:39,Jun-23-2022 03:44
Feeding,Right Breast,Jun-23-2022 03:44,Jun-23-2022 03:55
Feeding,Right Breast,Jun-23-2022 05:10,Jun-23-2022 05:13
Feeding,Left Breast,Jun-23-2022 05:14,Jun-23-2022 05:21
Feeding,Left Breast,Jun-23-2022 06:44,Jun-23-2022 07:03
Feeding,Right Breast,Jun-23-2022 07:25,Jun-23-2022 07:32
Feeding,Left Breast,Jun-23-2022 10:10,Jun-23-2022 10:15
Feeding,Right Breast,Jun-23-2022 10:15,Jun-23-2022 10:20
Feeding,Right Breast,Jun-23-2022 12:21,Jun-23-2022 12:24
Feeding,Left Breast,Jun-23-2022 12:24,Jun-23-2022 12:28
Feeding,Left Breast,Jun-23-2022 15:03,Jun-23-2022 15:08
Feeding,Right Breast,Jun-23-2022 15:09,Jun-23-2022 15:16
Feeding,Right Breast,Jun-23-2022 17:08,Jun-23-2022 17:14
Feeding,Left Breast,Jun-23-2022 17:14,Jun-23-2022 17:20
Feeding,Right Breast,Jun-23-2022 19:07,Jun-23-2022 19:12
Feeding,Left Breast,Jun-23-2022 19:12,Jun-23-2022 19:21
Feeding,Left Breast,Jun-24-2022 00:53,Jun-24-2022 00:59
Feeding,Right Breast,Jun-24-2022 01:00,Jun-24-2022 01:08
Feeding,Right Breast,Jun-24-2022 04:22,Jun-24-2022 04:25
Feeding,Left Breast,Jun-24-2022 04:25,Jun-24-2022 04:32
Feeding,Left Breast,Jun-24-2022 04:41,Jun-24-2022 04:44
Feeding,Left Breast,Jun-24-2022 06:10,Jun-24-2022 06:14
Feeding,Right Breast,Jun-24-2022 07:30,Jun-24-2022 07:34
Feeding,Left Breast,Jun-24-2022 07:35,Jun-24-2022 07:38
Feeding,Right Breast,Jun-24-2022 10:24,Jun-24-2022 10:31
Feeding,Left Breast,Jun-24-2022 10:32,Jun-24-2022 10:38
Feeding,Right Breast,Jun-24-2022 12:19,Jun-24-2022 12:21
Feeding,Left Breast,Jun-24-2022 12:22,Jun-24-2022 12:24
Feeding,Left Breast,Jun-24-2022 15:20,Jun-24-2022 15:24
Feeding,Right Breast,Jun-24-2022 15:24,Jun-24-2022 15:32
Feeding,Left Breast,Jun-24-2022 16:59,Jun-24-2022 17:02
Feeding,Right Breast,Jun-24-2022 17:02,Jun-24-2022 17:03
Feeding,Right Breast,Jun-24-2022 19:01,Jun-24-2022 19:05
Feeding,Left Breast,Jun-24-2022 19:05,Jun-24-2022 19:15
Feeding,Right Breast,Jun-24-2022 20:58,Jun-24-2022 21:03
Feeding,Left Breast,Jun-25-2022 00:31,Jun-25-2022 00:42
Feeding,Right Breast,Jun-25-2022 00:42,Jun-25-2022 00:50
Feeding,Right Breast,Jun-25-2022 04:01,Jun-25-2022 04:07
Feeding,Left Breast,Jun-25-2022 04:07,Jun-25-2022 04:26
Feeding,Left Breast,Jun-25-2022 05:41,Jun-25-2022 05:50
Feeding,Left Breast,Jun-25-2022 06:30,Jun-25-2022 06:37
Feeding,Right Breast,Jun-25-2022 06:37,Jun-25-2022 06:43
Feeding,Right Breast,Jun-25-2022 07:41,Jun-25-2022 07:43
Feeding,Left Breast,Jun-25-2022 07:44,Jun-25-2022 07:46
Feeding,Right Breast,Jun-25-2022 10:54,Jun-25-2022 10:57
Feeding,Left Breast,Jun-25-2022 10:57,Jun-25-2022 11:01
Feeding,Right Breast,Jun-25-2022 13:01,Jun-25-2022 13:03
Feeding,Left Breast,Jun-25-2022 13:03,Jun-25-2022 13:08
Feeding,Right Breast,Jun-25-2022 15:20,Jun-25-2022 15:26
Feeding,Left Breast,Jun-25-2022 15:26,Jun-25-2022 15:31
Feeding,Left Breast,Jun-25-2022 17:21,Jun-25-2022 17:25
Feeding,Right Breast,Jun-25-2022 17:25,Jun-25-2022 17:29
Feeding,Right Breast,Jun-25-2022 18:56,Jun-25-2022 18:59
Feeding,Left Breast,Jun-25-2022 18:59,Jun-25-2022 19:20
Feeding,Right Breast,Jun-25-2022 21:44,Jun-25-2022 21:54
Feeding,Left Breast,Jun-26-2022 01:04,Jun-26-2022 01:13
Feeding,Right Breast,Jun-26-2022 01:13,Jun-26-2022 01:21
Feeding,Right Breast,Jun-26-2022 03:55,Jun-26-2022 04:57
Feeding,Left Breast,Jun-26-2022 04:57,Jun-26-2022 05:07
Feeding,Right Breast,Jun-26-2022 07:17,Jun-26-2022 07:20
Feeding,Left Breast,Jun-26-2022 07:20,Jun-26-2022 07:27
Feeding,Right Breast,Jun-26-2022 09:10,Jun-26-2022 09:13
Feeding,Left Breast,Jun-26-2022 09:13,Jun-26-2022 09:18
Feeding,Right Breast,Jun-26-2022 11:03,Jun-26-2022 11:07
Feeding,Left Breast,Jun-26-2022 11:07,Jun-26-2022 11:10
Feeding,Left Breast,Jun-26-2022 12:27,Jun-26-2022 12:38
Feeding,Right Breast,Jun-26-2022 13:08,Jun-26-2022 13:14
Feeding,Right Breast,Jun-26-2022 15:04,Jun-26-2022 15:08
Feeding,Left Breast,Jun-26-2022 15:08,Jun-26-2022 15:17
Feeding,Right Breast,Jun-26-2022 18:18,Jun-26-2022 18:22
Feeding,Left Breast,Jun-26-2022 18:23,Jun-26-2022 18:34
Feeding,Right Breast,Jun-26-2022 21:39,Jun-26-2022 21:54
Feeding,Left Breast,Jun-26-2022 21:54,Jun-26-2022 22:03
Feeding,Right Breast,Jun-27-2022 03:49,Jun-27-2022 05:07
Feeding,Left Breast,Jun-27-2022 05:07,Jun-27-2022 05:15
Feeding,Left Breast,Jun-27-2022 07:03,Jun-27-2022 07:18
Feeding,Right Breast,Jun-27-2022 07:19,Jun-27-2022 07:22
Feeding,Left Breast,Jun-27-2022 08:34,Jun-27-2022 08:37
Feeding,Right Breast,Jun-27-2022 08:37,Jun-27-2022 08:38
Feeding,Right Breast,Jun-27-2022 10:54,Jun-27-2022 10:56
Feeding,Left Breast,Jun-27-2022 10:56,Jun-27-2022 11:00
Feeding,Right Breast,Jun-27-2022 11:36,Jun-27-2022 11:38
Feeding,Left Breast,Jun-27-2022 11:38,Jun-27-2022 11:42
Feeding,Right Breast,Jun-27-2022 14:38,Jun-27-2022 14:41
Feeding,Left Breast,Jun-27-2022 14:41,Jun-27-2022 14:50
Feeding,Right Breast,Jun-27-2022 16:03,Jun-27-2022 16:07
Feeding,Left Breast,Jun-27-2022 16:08,Jun-27-2022 16:16
Feeding,Left Breast,Jun-27-2022 16:53,Jun-27-2022 16:56
Feeding,Right Breast,Jun-27-2022 16:57,Jun-27-2022 17:00
Feeding,Right Breast,Jun-27-2022 19:00,Jun-27-2022 19:03
Feeding,Left Breast,Jun-27-2022 19:03,Jun-27-2022 19:20
Feeding,Left Breast,Jun-28-2022 03:08,Jun-28-2022 03:26
Feeding,Right Breast,Jun-28-2022 05:00,Jun-28-2022 05:13
Feeding,Right Breast,Jun-28-2022 06:34,Jun-28-2022 06:53
Feeding,Left Breast,Jun-28-2022 06:57,Jun-28-2022 07:10
Feeding,Right Breast,Jun-28-2022 08:52,Jun-28-2022 09:05
Feeding,Right Breast,Jun-28-2022 09:24,Jun-28-2022 09:30
Feeding,Left Breast,Jun-28-2022 09:31,Jun-28-2022 09:41
Feeding,Right Breast,Jun-28-2022 12:00,Jun-28-2022 12:02
Feeding,Left Breast,Jun-28-2022 12:03,Jun-28-2022 12:11
Feeding,Left Breast,Jun-28-2022 14:54,Jun-28-2022 14:58
Feeding,Right Breast,Jun-28-2022 14:58,Jun-28-2022 15:00
Feeding,Left Breast,Jun-28-2022 16:58,Jun-28-2022 17:04
Feeding,Right Breast,Jun-28-2022 17:05,Jun-28-2022 17:08
Feeding,Right Breast,Jun-28-2022 18:49,Jun-28-2022 19:05
Feeding,Left Breast,Jun-28-2022 19:06,Jun-28-2022 19:18
Feeding,Left Breast,Jun-28-2022 23:40,Jun-28-2022 23:54
Feeding,Right Breast,Jun-28-2022 23:54,Jun-29-2022 00:02
Feeding,Right Breast,Jun-29-2022 02:48,Jun-29-2022 03:02
Feeding,Left Breast,Jun-29-2022 03:03,Jun-29-2022 03:11
Feeding,Left Breast,Jun-29-2022 05:16,Jun-29-2022 05:21
Feeding,Left Breast,Jun-29-2022 06:23,Jun-29-2022 06:32
Feeding,Right Breast,Jun-29-2022 06:32,Jun-29-2022 06:36
Feeding,Right Breast,Jun-29-2022 08:48,Jun-29-2022 08:52
Feeding,Right Breast,Jun-29-2022 08:56,Jun-29-2022 09:05
Feeding,Left Breast,Jun-29-2022 10:29,Jun-29-2022 10:41
Feeding,Left Breast,Jun-29-2022 11:31,Jun-29-2022 11:40
Feeding,Right Breast,Jun-29-2022 11:41,Jun-29-2022 11:43
Feeding,Right Breast,Jun-29-2022 14:12,Jun-29-2022 14:17
Feeding,Left Breast,Jun-29-2022 14:17,Jun-29-2022 14:22
Feeding,Right Breast,Jun-29-2022 15:45,Jun-29-2022 15:48
Feeding,Left Breast,Jun-29-2022 15:49,Jun-29-2022 16:05
Feeding,Right Breast,Jun-29-2022 16:13,Jun-29-2022 16:24
Feeding,Right Breast,Jun-29-2022 16:46,Jun-29-2022 16:49
Feeding,Left Breast,Jun-29-2022 16:49,Jun-29-2022 16:52
Feeding,Right Breast,Jun-29-2022 19:11,Jun-29-2022 19:22
Feeding,Left Breast,Jun-29-2022 19:22,Jun-29-2022 19:33
Feeding,Left Breast,Jun-29-2022 22:51,Jun-29-2022 22:55
Feeding,Right Breast,Jun-29-2022 22:55,Jun-29-2022 23:01
Feeding,Right Breast,Jun-29-2022 23:01,Jun-29-2022 23:08
Feeding,Right Breast,Jun-30-2022 03:17,Jun-30-2022 03:27
Feeding,Left Breast,Jun-30-2022 03:27,Jun-30-2022 03:37
Feeding,Left Breast,Jun-30-2022 05:44,Jun-30-2022 05:46
Feeding,Right Breast,Jun-30-2022 05:46,Jun-30-2022 05:53
Feeding,Right Breast,Jun-30-2022 05:57,Jun-30-2022 06:07
Feeding,Left Breast,Jun-30-2022 06:09,Jun-30-2022 06:19
Feeding,Left Breast,Jun-30-2022 07:49,Jun-30-2022 07:54
Feeding,Right Breast,Jun-30-2022 09:50,Jun-30-2022 09:53
Feeding,Left Breast,Jun-30-2022 09:53,Jun-30-2022 09:58
Feeding,Right Breast,Jun-30-2022 12:17,Jun-30-2022 12:20
Feeding,Left Breast,Jun-30-2022 12:20,Jun-30-2022 12:24
Feeding,Left Breast,Jun-30-2022 13:05,Jun-30-2022 13:08
Feeding,Right Breast,Jun-30-2022 14:33,Jun-30-2022 14:37
Feeding,Left Breast,Jun-30-2022 14:37,Jun-30-2022 14:40
Feeding,Right Breast,Jun-30-2022 16:01,Jun-30-2022 16:20
Feeding,Left Breast,Jun-30-2022 16:35,Jun-30-2022 16:40
Feeding,Left Breast,Jun-30-2022 18:46,Jun-30-2022 18:58
Feeding,Right Breast,Jun-30-2022 18:58,Jun-30-2022 19:09
Feeding,Left Breast,Jun-30-2022 22:06,Jun-30-2022 22:16
Feeding,Right Breast,Jun-30-2022 22:16,Jun-30-2022 22:26
Feeding,Right Breast,Jul-1-2022 00:51,Jul-1-2022 01:02
Feeding,Left Breast,Jul-1-2022 01:02,Jul-1-2022 01:10
Feeding,Left Breast,Jul-1-2022 03:38,Jul-1-2022 03:46
Feeding,Right Breast,Jul-1-2022 04:55,Jul-1-2022 05:52
Feeding,Left Breast,Jul-1-2022 05:52,Jul-1-2022 06:10
Feeding,Left Breast,Jul-1-2022 06:43,Jul-1-2022 06:50
Feeding,Right Breast,Jul-1-2022 06:50,Jul-1-2022 07:00
Feeding,Right Breast,Jul-1-2022 08:59,Jul-1-2022 09:01
Feeding,Left Breast,Jul-1-2022 09:01,Jul-1-2022 09:08
Feeding,Left Breast,Jul-1-2022 11:10,Jul-1-2022 11:14
Feeding,Right Breast,Jul-1-2022 11:14,Jul-1-2022 11:19
Feeding,Right Breast,Jul-1-2022 13:31,Jul-1-2022 13:33
Feeding,Left Breast,Jul-1-2022 13:34,Jul-1-2022 13:39
Feeding,Left Breast,Jul-1-2022 15:09,Jul-1-2022 15:14
Feeding,Right Breast,Jul-1-2022 15:14,Jul-1-2022 15:18
Feeding,Left Breast,Jul-1-2022 15:18,Jul-1-2022 15:20
Feeding,Left Breast,Jul-1-2022 18:39,Jul-1-2022 18:46
Feeding,Right Breast,Jul-1-2022 18:46,Jul-1-2022 19:01
Feeding,Right Breast,Jul-1-2022 23:09,Jul-1-2022 23:15
Feeding,Left Breast,Jul-1-2022 23:15,Jul-1-2022 23:25
Feeding,Left Breast,Jul-2-2022 01:56,Jul-2-2022 02:00
Feeding,Left Breast,Jul-2-2022 04:29,Jul-2-2022 04:37
Feeding,Right Breast,Jul-2-2022 04:37,Jul-2-2022 04:47
Feeding,Right Breast,Jul-2-2022 06:01,Jul-2-2022 06:12
Feeding,Left Breast,Jul-2-2022 06:12,Jul-2-2022 06:22
Feeding,Right Breast,Jul-2-2022 08:19,Jul-2-2022 08:22
Feeding,Left Breast,Jul-2-2022 08:22,Jul-2-2022 08:26
Feeding,Right Breast,Jul-2-2022 09:49,Jul-2-2022 09:52
Feeding,Left Breast,Jul-2-2022 09:52,Jul-2-2022 09:54
Feeding,Left Breast,Jul-2-2022 11:56,Jul-2-2022 11:59
Feeding,Right Breast,Jul-2-2022 11:59,Jul-2-2022 12:01
Feeding,Left Breast,Jul-2-2022 14:34,Jul-2-2022 14:36
Feeding,Right Breast,Jul-2-2022 14:36,Jul-2-2022 14:39
Feeding,Left Breast,Jul-2-2022 17:40,Jul-2-2022 17:44
Feeding,Right Breast,Jul-2-2022 17:44,Jul-2-2022 17:47
Feeding,Left Breast,Jul-2-2022 19:08,Jul-2-2022 19:12
Feeding,Right Breast,Jul-2-2022 19:12,Jul-2-2022 19:17
Feeding,Left Breast,Jul-2-2022 19:17,Jul-2-2022 19:20
Feeding,Right Breast,Jul-2-2022 19:20,Jul-2-2022 19:34
Feeding,Right Breast,Jul-2-2022 23:57,Jul-3-2022 01:13
Feeding,Left Breast,Jul-3-2022 01:15,Jul-3-2022 01:25
Feeding,Right Breast,Jul-3-2022 04:43,Jul-3-2022 04:50
Feeding,Left Breast,Jul-3-2022 04:50,Jul-3-2022 05:00
Feeding,Left Breast,Jul-3-2022 06:10,Jul-3-2022 06:15
Feeding,Left Breast,Jul-3-2022 07:25,Jul-3-2022 07:40
Feeding,Right Breast,Jul-3-2022 07:48,Jul-3-2022 08:05
Feeding,Right Breast,Jul-3-2022 09:34,Jul-3-2022 09:37
Feeding,Left Breast,Jul-3-2022 09:37,Jul-3-2022 09:40
Feeding,Right Breast,Jul-3-2022 12:06,Jul-3-2022 12:08
Feeding,Left Breast,Jul-3-2022 12:09,Jul-3-2022 12:11
Feeding,Right Breast,Jul-3-2022 13:38,Jul-3-2022 13:40
Feeding,Left Breast,Jul-3-2022 13:40,Jul-3-2022 13:42
Feeding,Right Breast,Jul-3-2022 16:19,Jul-3-2022 16:22
Feeding,Left Breast,Jul-3-2022 16:22,Jul-3-2022 16:25
Feeding,Left Breast,Jul-3-2022 18:50,Jul-3-2022 18:53
Feeding,Right Breast,Jul-3-2022 18:53,Jul-3-2022 19:04
Feeding,Right Breast,Jul-3-2022 19:28,Jul-3-2022 19:40
Feeding,Left Breast,Jul-3-2022 23:08,Jul-3-2022 23:19
Feeding,Right Breast,Jul-3-2022 23:24,Jul-3-2022 23:32
Feeding,Right Breast,Jul-4-2022 02:57,Jul-4-2022 03:05
Feeding,Left Breast,Jul-4-2022 04:22,Jul-4-2022 04:30
Feeding,Right Breast,Jul-4-2022 05:46,Jul-4-2022 05:53
Feeding,Right Breast,Jul-4-2022 07:51,Jul-4-2022 07:53
Feeding,Left Breast,Jul-4-2022 07:54,Jul-4-2022 07:57
Feeding,Left Breast,Jul-4-2022 10:10,Jul-4-2022 10:14
Feeding,Right Breast,Jul-4-2022 10:14,Jul-4-2022 10:17
Feeding,Left Breast,Jul-4-2022 12:13,Jul-4-2022 12:16
Feeding,Right Breast,Jul-4-2022 12:16,Jul-4-2022 12:18
Feeding,Right Breast,Jul-4-2022 14:25,Jul-4-2022 14:33
Feeding,Left Breast,Jul-4-2022 16:03,Jul-4-2022 16:27
Feeding,Right Breast,Jul-4-2022 16:27,Jul-4-2022 16:32
Feeding,Left Breast,Jul-4-2022 18:49,Jul-4-2022 18:53
Feeding,Right Breast,Jul-4-2022 18:53,Jul-4-2022 19:06
Feeding,Right Breast,Jul-4-2022 19:55,Jul-4-2022 20:02
Feeding,Left Breast,Jul-4-2022 23:01,Jul-4-2022 23:13
Feeding,Right Breast,Jul-4-2022 23:13,Jul-4-2022 23:22
Feeding,Left Breast,Jul-5-2022 03:03,Jul-5-2022 03:25
Feeding,Right Breast,Jul-5-2022 03:25,Jul-5-2022 03:35
Feeding,Left Breast,Jul-5-2022 05:10,Jul-5-2022 05:15
Feeding,Right Breast,Jul-5-2022 07:53,Jul-5-2022 07:57
Feeding,Left Breast,Jul-5-2022 07:57,Jul-5-2022 08:00
Feeding,Left Breast,Jul-5-2022 09:56,Jul-5-2022 10:02
Feeding,Right Breast,Jul-5-2022 10:02,Jul-5-2022 10:07
Feeding,Right Breast,Jul-5-2022 13:00,Jul-5-2022 13:03
Feeding,Left Breast,Jul-5-2022 13:03,Jul-5-2022 13:08
Feeding,Left Breast,Jul-5-2022 15:38,Jul-5-2022 15:41
Feeding,Right Breast,Jul-5-2022 15:41,Jul-5-2022 15:45
Feeding,Left Breast,Jul-5-2022 17:37,Jul-5-2022 17:40
Feeding,Right Breast,Jul-5-2022 17:40,Jul-5-2022 17:43
Feeding,Left Breast,Jul-5-2022 18:55,Jul-5-2022 18:59
Feeding,Right Breast,Jul-5-2022 18:59,Jul-5-2022 19:16
Feeding,Right Breast,Jul-5-2022 22:28,Jul-5-2022 22:31
Feeding,Left Breast,Jul-5-2022 22:32,Jul-5-2022 22:39
Feeding,Right Breast,Jul-6-2022 02:24,Jul-6-2022 02:29
Feeding,Left Breast,Jul-6-2022 04:43,Jul-6-2022 04:51
Feeding,Right Breast,Jul-6-2022 06:18,Jul-6-2022 06:46
Feeding,Left Breast,Jul-6-2022 07:51,Jul-6-2022 07:55
